iter	RMSE
404	4.315805311
405	4.315503149
406	4.31396491
407	4.313576169
408	4.313253485
409	4.313083309
410	4.313010334
411	4.312760948
412	4.311387881
413	4.310720437
414	4.309318941
415	4.308565876
416	4.308439788
417	4.307853497
418	4.307611627
419	4.307381514
420	4.307274117
421	4.307235632
422	4.306772009
423	4.306509413
424	4.306362161
425	4.304971639
426	4.304893228
427	4.304380504
428	4.30390946
429	4.303674298
430	4.303548294
431	4.302551504
432	4.302468019
433	4.301297514
434	4.300642081
435	4.300511702
436	4.300103418
437	4.298620784
438	4.298298111
439	4.298249259
440	4.297607637
441	4.297574917
442	4.297026461
443	4.294992305
444	4.294663006
445	4.294399673
446	4.292945534
447	4.292828314
448	4.292566208
449	4.292516741
450	4.290351061
451	4.288506002
452	4.287463115
453	4.286844828
454	4.284650473
455	4.284118584
456	4.283835849
457	4.283734876
458	4.283553089
459	4.283006039
460	4.282137098
461	4.281811007
462	4.281581449
463	4.281533147
464	4.281499734
465	4.281476357
466	4.28109933
467	4.280249191
468	4.280189565
469	4.279723531
470	4.279434201
471	4.27920275
472	4.27825437
473	4.27766916
474	4.277212518
475	4.27688944
476	4.276774058
477	4.276436434
478	4.275396226
479	4.275026306
480	4.274978975
481	4.274413491
482	4.273766993
483	4.273234875
484	4.273157815
485	4.272597847
486	4.272263979
487	4.272183698
488	4.271704156
489	4.271491968
490	4.271148095
491	4.27069856
492	4.270464199
493	4.270162982
494	4.269345724
495	4.269166308
496	4.269137392
497	4.268922331
498	4.268885868
499	4.267928944
500	4.267549468
501	4.267008115
502	4.266748146
503	4.265946046
504	4.265706876
505	4.265099269
506	4.264822652
507	4.264517439
508	4.264495942
509	4.264309868
510	4.263832564
511	4.26309427
512	4.26303784
513	4.26267047
514	4.261684789
515	4.261214168
516	4.261094637
517	4.260977738
518	4.260778046
519	4.260557717
520	4.260007314
521	4.259798366
522	4.258437765
523	4.257422792
524	4.255256881
525	4.254681166
526	4.254251361
527	4.254090629
528	4.253661954
529	4.25329248
530	4.252865959
531	4.252728469
532	4.252469485
533	4.252233102
534	4.252099047
535	4.251925612
536	4.25188159
537	4.251334956
538	4.250666591
539	4.250420338
540	4.248503512
541	4.248454134
542	4.247898833
543	4.246220615
544	4.246088046
545	4.245852271
546	4.245607544
547	4.245379531
548	4.245255622
549	4.245077629
550	4.244745187
551	4.24456622
552	4.243922148
553	4.243909201
554	4.243634407
555	4.243532748
556	4.24297608
557	4.242939381
558	4.241385229
559	4.241341651
560	4.24028966
561	4.240104827
562	4.239694125
563	4.239615205
564	4.238728074
565	4.238082988
566	4.237050323
567	4.23674479
568	4.236585858
569	4.23613966
570	4.235963498
571	4.235542291
572	4.235410774
573	4.234099607
574	4.234016265
575	4.233851548
576	4.233808653
577	4.233633685
578	4.232232832
579	4.231949823
580	4.231898814
581	4.231893466
582	4.231389361
583	4.229840041
584	4.229186687
585	4.228066366
586	4.228000749
587	4.227574937
588	4.227514322
589	4.227329806
590	4.22670443
591	4.2262268
592	4.225674501
593	4.225645825
594	4.225149314
595	4.225121117
596	4.225015887
597	4.223272226
598	4.223236686
599	4.222600418
600	4.222510142
601	4.221908605
602	4.220835972
603	4.22053374
604	4.220046637
605	4.219785665
606	4.219482382
607	4.218818713
608	4.218732542
609	4.218654765
610	4.217844461
611	4.21775609
612	4.216551711
613	4.216398982
614	4.21598329
615	4.215154593
616	4.214628719
617	4.214539164
618	4.213881295
619	4.21378494
620	4.213504967
621	4.21346419
622	4.212385438
623	4.211880849
624	4.211103787
625	4.211065414
626	4.210929076
627	4.210069609
628	4.209992936
629	4.20989439
630	4.209770967
631	4.209676657
632	4.209667906
633	4.209492311
634	4.209189647
635	4.209139792
636	4.208211352
637	4.207951703
638	4.207836193
639	4.207755195
640	4.207585118
641	4.206536883
642	4.205934994
643	4.205896929
644	4.205780706
645	4.205271353
646	4.204984642
647	4.204358227
648	4.203408735
649	4.203347086
650	4.203138627
651	4.203080003
652	4.202170738
653	4.201562471
654	4.201409642
655	4.201182069
656	4.200839381
657	4.200208842
658	4.199672332
659	4.199455589
660	4.197940671
661	4.197290689
662	4.197092596
663	4.196860201
664	4.196494907
665	4.196411492
666	4.196334862
667	4.196298532
668	4.195647306
669	4.195319924
670	4.195195693
671	4.195131753
672	4.194929068
673	4.194904388
674	4.194582318
675	4.194422664
676	4.193542539
677	4.192461056
678	4.191581082
679	4.191528393
680	4.191474533
681	4.19142439
682	4.191375018
683	4.191159284
684	4.19036973
685	4.189588224
686	4.189503557
687	4.18944741
688	4.189068662
689	4.188970995
690	4.188862391
691	4.188848277
692	4.188010704
693	4.187764479
694	4.186557551
695	4.186236409
696	4.185840108
697	4.18559319
698	4.185376573
699	4.184420793
700	4.183828286
701	4.183799845
702	4.182977138
703	4.181827665
704	4.181729914
705	4.181633094
706	4.18153404
707	4.18060214
708	4.179711673
709	4.179635894
710	4.179210638
711	4.179001479
712	4.17859271
713	4.178543991
714	4.178495565
715	4.178283845
716	4.178239492
717	4.178113685
718	4.178069247
719	4.177287306
720	4.177211643
721	4.177187545
722	4.177052246
723	4.176680802
724	4.175714964
725	4.175594089
726	4.175464457
727	4.175340204
728	4.175320323
729	4.175167564
730	4.174849205
731	4.174717301
732	4.174320878
733	4.17366175
734	4.172474078
735	4.172399739
736	4.172282255
737	4.17138014
738	4.170611844
739	4.170386778
740	4.169427092
741	4.169187352
742	4.168955334
743	4.168835916
744	4.16876142
745	4.167856041
746	4.167748806
747	4.167004885
748	4.166752106
749	4.166657881
750	4.166589279
751	4.166011663
752	4.165930252
753	4.165735961
754	4.165724826
755	4.165621251
756	4.165595098
757	4.165586622
758	4.16469299
759	4.163871005
760	4.163578749
761	4.163156637
762	4.16292327
763	4.162851478
764	4.162774127
765	4.162674747
766	4.161603271
767	4.161464109
768	4.160969498
769	4.160694874
770	4.160562157
771	4.160419872
772	4.159462156
773	4.159147609
774	4.158926462
775	4.158463152
776	4.157989345
777	4.157869408
778	4.157592665
779	4.157402517
780	4.157093111
781	4.156889695
782	4.156675617
783	4.156459889
784	4.156295222
785	4.1559552
786	4.155942172
787	4.155185839
788	4.15496097
789	4.15469927
790	4.154044655
791	4.153557717
792	4.151892127
793	4.151797775
794	4.151505501
795	4.15118708
796	4.151121514
797	4.150323565
798	4.149368937
799	4.149132688
800	4.14891902
801	4.148586842
802	4.148487174
803	4.148328764
804	4.148246243
805	4.147970471
806	4.147899562
807	4.147201841
808	4.147188854
809	4.146913924
810	4.146655671
811	4.14642877
812	4.145361403
813	4.145241624
814	4.144492533
815	4.144267061
816	4.143488622
817	4.143287435
818	4.143041852
819	4.142844938
820	4.142646047
821	4.142414644
822	4.14179907
823	4.140683969
824	4.139914983
825	4.139458888
826	4.13888191
827	4.138655555
828	4.138479965
829	4.138089761
830	4.137213009
831	4.137089516
832	4.136808097
833	4.136455078
834	4.135621752
835	4.135522185
836	4.135349313
837	4.135312417
838	4.135074155
839	4.134843008
840	4.134815343
841	4.134014469
842	4.133836125
843	4.133735074
844	4.133605236
845	4.133534654
846	4.133164532
847	4.132991899
848	4.132958366
849	4.132824085
850	4.131601446
851	4.131073763
852	4.130973363
853	4.130325915
854	4.130081136
855	4.130026841
856	4.12964763
857	4.129580917
858	4.129163416
859	4.129056457
860	4.128905907
861	4.128614183
862	4.12852266
863	4.128225439
864	4.127603727
865	4.127310653
866	4.127119105
867	4.126866154
868	4.126009
869	4.125820288
870	4.125251248
871	4.124833027
872	4.12481221
873	4.124662322
874	4.124551981
875	4.124485416
876	4.123968173
877	4.123853241
878	4.123611387
879	4.1235716
880	4.123499084
881	4.122170658
882	4.122074758
883	4.121731902
884	4.121680921
885	4.121357768
886	4.120686423
887	4.120565487
888	4.119879666
889	4.119626754
890	4.118441785
891	4.117939448
892	4.11790238
893	4.117399655
894	4.117021567
895	4.116745063
896	4.115282061
897	4.115221069
898	4.11483524
899	4.114801283
900	4.114291936
901	4.113329688
902	4.112687076
903	4.112468406
904	4.112433337
905	4.112120734
906	4.11202407
907	4.111531893
908	4.111451131
909	4.111250404
910	4.111110004
911	4.110949415
912	4.109421056
913	4.109191056
914	4.109117932
915	4.108937469
916	4.10790971
917	4.107667283
918	4.106451067
919	4.106311234
920	4.106134934
921	4.106062491
922	4.10566037
923	4.105491555
924	4.104473655
925	4.103898807
926	4.103858995
927	4.103667889
928	4.103626982
929	4.103125477
930	4.102938469
931	4.102661953
932	4.102155154
933	4.101446194
934	4.101124525
935	4.100648038
936	4.100113285
937	4.099289891
938	4.099064914
939	4.098571913
940	4.098222461
941	4.098065254
942	4.097403101
943	4.097085989
944	4.097080233
945	4.097020156
946	4.09647399
947	4.096433193
948	4.096356652
949	4.096119708
950	4.095965556
951	4.094666558
952	4.094309118
953	4.093159603
954	4.0928807
955	4.09283266
956	4.092739438
957	4.092576796
958	4.09239488
959	4.090778785
960	4.090570304
961	4.090381583
962	4.090233679
963	4.0899389
964	4.089790713
965	4.08915252
966	4.089033703
967	4.088861522
968	4.088623039
969	4.088473836
970	4.088341109
971	4.087752581
972	4.087332713
973	4.087243677
974	4.086989615
975	4.086533724
976	4.086510372
977	4.086353584
978	4.085720635
979	4.085075518
980	4.084162516
981	4.083909976
982	4.083707427
983	4.08362947
984	4.083598406
985	4.082924864
986	4.082694494
987	4.082662824
988	4.081250771
989	4.080695873
990	4.08061244
991	4.080426024
992	4.080204
993	4.080122726
994	4.079604274
995	4.079379754
996	4.07923964
997	4.078910999
998	4.078309759
999	4.0781268
